,p0q0
526,-0.994862787970743
527,-0.007890678432455965
528,0.018536802286211084
529,0.10472704453523102
530,-0.012923721063283034
531,0.6834450966072775
532,-0.008909370397411324
533,0.031901790395342765
534,0.001204643734266619
535,0.07719724457118496
536,-0.012704253158886151
537,0.021178992823491647
538,-0.005901953780085104
539,-0.031490692366101754
540,0.869085740213233
541,0.0017817344025354113
542,0.40553044192239135
543,-0.45910564643425755
544,-0.3698894609379252
545,-0.3952526831719216
546,0.05402051857654502
547,-0.5502316485994628
548,-0.3605487524862888
549,-0.0007900491338915716
550,0.012990969323650127
551,-0.44425656895124
552,-0.7100575955805949
553,-0.012934954412672874
554,-0.010172100087964743
555,-0.05857276146975661
556,-0.429205216531918
557,-0.0009339732451439425
558,0.0015946156757580677
559,-0.4550731125900797
560,-0.2901298181395997
561,-0.2219146290024052
562,0.021620403571143487
563,-0.44425656895124
564,-0.37728644754387974
565,-0.00936954386729174
566,-0.025937335648811857
567,-0.47250095444091744
568,-0.8001974563468273
569,-0.007491781189894113
570,-0.006574190298592267
571,-0.5634212246183306
572,-0.2716470255889929
573,-0.27980727227398783
574,0.0028108224913807817
575,-0.5095092431142539
576,-0.8409989678457663
577,0.002443389993366495
578,0.0039085030812512364
579,-0.6661495399266675
580,-0.8761822755632076
581,-0.053715775244854304
582,-0.019644955714025504
583,-0.022833172362011205
584,0.019520916113041433
585,0.006106829624588959
586,-0.0051078735079808655
587,0.04908205483705681
588,-0.9889256186227974
589,-0.44798413908960744
590,0.009979122534453837
591,-0.012722729624188231
592,-0.012751169068689902
593,0.0023022040405960014
594,0.002609607639497119
595,0.06055348694400029
596,0.1091242138869293
597,-0.472889799720998
598,-0.40835866598772563
599,0.004075609210812581
600,-0.012526478330760626
601,-0.48276119109459686
602,-0.3712087989743341
603,-0.2219146290024052
604,-0.0173338857602127
605,-0.47250095444091744
606,-0.4055784990613113
607,-0.25745042997604334
608,-0.034330246322333474
609,-0.5634212246183306
610,-0.3752269143319052
611,-0.2219146290024052
612,-0.010172100087964743
613,-0.5119915085624505
614,-0.4229772296615058
615,-0.02483120027664595
616,-0.010172100087964743
617,-0.05157213287947403
618,-0.007201339832853526
619,0.031095313257947465
620,-0.03881825916902327
621,-0.6545893904173539
622,-0.3698894609379252
623,-0.0908363048467351
624,-0.00031126481527746745
625,-0.157541930687132
626,0.005015471445707601
627,-0.05082370777771975
628,-0.7753330035656891
629,0.01741415144526148
630,0.014623495811834517
631,-0.5095092431142539
632,0.008039371440988716
633,-0.7544322695268848
634,0.0014735026388815065
635,-1.3323196857384845
636,0.03955743749908767
637,-1.177766275872614
638,0.0774254300251286
639,-1.3736787440923512
640,0.0011928685416007613
641,-0.8933363612971327
642,-0.0019460646314129353
643,-1.0580684288753508
644,-0.12482642459385984
645,-0.9970624316414897
646,-0.5591765175333431
647,-0.9131641076717636
648,0.18407273228598972
649,-0.5157692970387349
650,-0.40472574401680833
651,0.02936373579027398
652,-0.27152291197132694
653,-0.3712087989743341
654,0.15765403312181536
655,-1.2819888529066925
656,-0.08890310523166718
657,-0.4940000550762541
658,-0.45509808892403714
659,-0.6802600056022835
660,-0.17275766325240255
661,-1.0904740793955532
662,0.03934519873097702
663,-1.011468019574676
664,-0.12039394424962226
665,-0.87040232952392
666,0.02840640256120691
667,-1.0106930684600313
668,-0.10758651269426987
669,-0.9663741798239301
670,-1.0043932620792206
671,-0.18575485531161368
672,-1.061356244096415
673,0.037034643956750914
674,-0.5527272760602158
675,-0.08428819124502461
676,-1.0526610329698172
677,0.05601801856482492
678,-1.0184176737636497
679,-0.14364419795660507
680,-0.9822174520207833
681,0.0753167949372023
682,-1.0038209157039828
683,-0.22237492689033098
684,-0.8554187511338787
685,0.06454750052798149
686,-0.9425291168049175
687,-0.0698282858575124
688,-0.5377654109969163
689,0.074808371305716
690,-1.012095884601597
691,-0.07508934698015364
692,-0.8913263842502368
693,0.037034643956750914
694,-1.034070571633949
695,-0.22180775927583532
696,-1.0316928093888784
697,-0.22580273522922792
698,-1.0010903281297827
699,-0.31273648408762
700,-0.9985154250945814
701,-0.15387491535739395
702,-0.9971360548681776
703,-0.09352215141158352
704,-0.9920630056727348
705,0.10551470955438688
706,-1.0672567201278182
707,-0.25373385774920365
708,-1.0184176737636497
709,-0.17445420300926273
710,-0.955262639374221
711,-0.28538601937238417
712,-1.0208115624733216
713,-0.29200232041608987
714,-1.0171781512770046
715,-0.12758384947326756
716,-1.063312751741857
717,-0.18000322419400253
718,-1.0471439189057514
719,0.19967430807987466
720,-0.986729267065857
721,-0.1963072680481969
722,-1.0466356999353577
723,0.6871535286546953
724,-1.0121412405644996
725,-0.1295163592661133
726,-1.0006763937271144
727,0.06409862492669781
728,-1.0184176737636497
729,-0.18200089141830011
730,-1.3427191628364807
731,0.011627261312752128
732,-0.6781072607606571
733,-0.2571122852665348
734,-1.1259721565435334
735,0.034681137218900496
736,-0.9954497997392653
737,-0.00026456353916079066
738,0.003546754693213959
739,-0.007075855929885811
740,-0.08889085907551067
741,-0.0004016053505050449
742,0.004253860264798761
743,0.003235650163262474
744,0.010160173068276561
745,-0.022963358123447655
746,0.003546754693213959
747,0.0017091203609934636
748,0.03434480805763896
749,-0.14478752563918118
750,0.00129542410486784
751,-0.015093563498802191
752,-0.2533755657270956
753,0.0014929633291694494
754,0.00443018943201984
755,0.031771466754177184
756,-0.03252917664782223
757,0.003937930711866409
758,-0.04804476870755204
759,-0.002308242885887693
760,-0.06881548318844467
761,0.011384602723897868
762,-0.0033028116443603907
763,0.01785115650314037
764,-0.021102493680912517
765,0.0032790040107351756
766,-0.009437537840815337
767,0.0037213840518061274
768,-0.004771181343623703
769,0.017889330769142644
770,0.019702030962021232
771,-0.09378732006216699
772,-0.0004016053505050449
773,0.12127908723566871
774,-0.011922247667239703
775,-0.0781609499336395
776,-0.1787393289750754
777,0.02931758703199932
778,-0.019189451212914953
779,-0.11537339536233689
780,0.007815224065113736
781,-0.007922663735201556
782,-0.08820328103652737
783,-0.09361384964770197
784,0.017889330769142644
785,-0.00217191884967785
786,-0.016093713911602105
787,0.07161395889566159
788,-0.016834159440833992
789,-0.016093713911602105
790,0.008989344244001362
791,-0.004005706213741177
792,-0.5820042394267925
793,-0.06858153060853608
794,0.008675012222856158
795,-0.007075855929885811
796,-0.02571769453594429
797,-0.34551853639773406
798,-0.0019835546933795957
799,0.007196792743749749
800,-0.018549125453085173
801,-0.004375065741415374
802,0.03783555597991213
803,0.000849726820593544
804,0.07089258306315388
805,-0.28685316314839965
806,0.0032548030166078827
807,-0.0027439777528774872
808,0.10710503872542151
809,-0.07106740198205573
810,0.0128230627217165
811,0.007850067684063922
812,-0.011922247667239703
813,-0.018354757076976223
814,-1.3210164681026952
815,1.247527579923611
816,0.0011928685416007613
817,-1.2818330443961448
818,1.2868680455395838
819,0.0011928685416007613
820,-1.4103649332410158
821,1.1904558493555748
822,-0.002536738660894624
823,-1.2160191936882512
824,1.8084798866917409
825,-0.0001502435624852901
826,0.001199928580355055
827,-1.1964514449626387
828,1.2766576027401066
829,-0.0028542295363733756
830,-1.241836516470699
831,1.0895300999306228
832,-0.0001502435624852901
833,-1.189673312555926
834,1.2085307621024561
835,0.0012901902739533779
836,-1.1541891028066829
837,1.1010817466642706
838,-0.2727556626790017
839,-1.1011879929780992
840,1.0535113543610668
841,-0.004205570449028155
842,-0.9400057786534222
843,1.2376789416386593
844,0.05970119472359363
845,0.021784976819252084
846,0.9594316836772572
847,-0.008950170021300797
848,-0.18931980766175305
849,-0.907642619374348
850,0.9574388002439711
851,0.02896126699780409
852,-6.831419927606136e-05
853,-0.8475950035243887
854,1.0035444564284186
855,-0.004666424661577315
856,0.06752360648034524
857,-0.9570220102703519
858,1.0038388050186875
859,-0.030067465063794714
860,0.536562851971313
861,-1.0047982738928558
862,0.9428238943296757
863,0.024960011952968604
864,0.22876344023214532
865,-0.7393855848237375
866,1.0672027088781484
867,0.44362917926072637
868,-0.2921530371914188
869,-0.8371092191858077
870,0.9706663953921467
871,0.080929111233208
872,0.007275633262067227
873,-0.8985575660974802
874,1.1185128649693266
875,-0.002536738660894624
876,-1.1011879929780992
877,1.0957788337605479
878,0.04291731137555422
879,-1.2207212800535685
880,1.1123476123435037
881,0.01770139664264328
882,-1.012208941271807
883,1.1122170994960456
884,-0.004321238703449949
885,-1.09424388731946
886,1.1767115612450736
887,-0.022719943203949346
888,0.10920782616350608
889,-0.11110234949245806
890,0.10351008086715817
891,0.1968889373796288
892,-0.04088529488591792
893,0.32003039487343554
894,0.04249251042548466
895,0.10068482651458781
896,0.2003207943068074
897,-0.4605123527288354
898,-0.06449572601777596
899,-0.03215679041231072
900,-0.017437389183683392
901,-0.1166726961328998
902,0.9945361956276862
903,1.0236376047978861
904,1.0156427416297007
905,0.7155264017695742
906,0.3448454036668713
907,-1.1369140502075108
908,2.6722880150911545
909,0.3125424776086716
910,0.03723802648551609
911,-1.2291147023518298
912,2.4825137257245866
913,0.25522451540463853
914,0.026975207298480568
915,-1.1329036902636582
916,2.81409776187999
917,0.2901580317007889
918,0.005448292533441663
919,-1.0386873290284486
920,2.4030960977144296
921,0.2487138294336363
922,0.03510169559815296
923,-1.1904780091357956
924,2.0876698817787367
925,0.36835482408996223
926,0.24595490246532903
927,-1.3057541553770209
928,-1.0889436844686122
929,0.8394084048398411
930,0.032193643208372764
931,-1.364980804923566
932,2.81409776187999
933,0.26576067480358556
934,0.15366375000558963
935,-1.2120734061443832
936,2.81409776187999
937,0.08772783108839648
938,0.7835589394639056
939,-1.1665424184518467
940,1.8286043987449003
941,0.2477530428503834
942,-0.06713801892794125
943,-1.0343869571583981
944,2.8940201210682894
945,0.20241809307225506
946,-6.831419927606136e-05
947,-1.1325661499102606
948,2.5845214579442977
949,0.27964437789343843
950,0.5429199930307933
951,-1.159634143574748
952,2.9275418997699933
953,0.07270244121271818
954,0.8151193493902448
955,-0.7446438266191949
956,2.951144372492878
957,0.06190072535414705
958,0.23025476659117083
959,-1.1234134079155902
960,3.072129135943685
961,0.45299952095014306
962,-0.006246774384993017
963,-1.47971846756189
964,2.7519334259069823
965,0.22364469862872388
966,-0.011361805419855818
967,-1.204903383093677
968,2.843339337479826
969,0.28209380735782175
970,0.9615820917185697
971,-1.5468410859479158
972,2.342603581967031
973,0.5344864664938005
974,0.391471954607454
975,-1.1593849048048877
976,2.7005850396223354
977,0.3827310345626927
978,-0.0013644056495138138
979,-0.9500635598554474
980,2.7137630626439284
981,0.19863100320404636
982,-0.004205570449028155
983,-1.0716721364002941
984,2.969870800061953
985,0.3125424776086716
986,0.02391196507944349
987,-1.16858830249071
988,2.746732734772833
989,0.2436558414430607
990,0.08205330792343103
991,-1.0955868682404202
992,2.8538508699942526
993,0.2678907503253012
994,0.9241595636506686
995,0.060437994370660095
996,0.8178408226910078
997,0.281586184078576
998,0.8814004723708256
999,0.1791329740060907
1000,-0.8635364301218995
1001,0.9051496574040778
1002,-0.8201549839101381
1003,0.6009257190546315
1004,-0.022839552896653195
1005,0.028567378075452638
1006,0.23757050080493236
1007,0.802951104643551
1008,0.3276636520916108
1009,-0.008553703152333317
1010,0.6112467063493335
1011,0.10926901985065392
1012,0.2755459998518446
1013,-0.05090634306452171
1014,0.21016855317818595
1015,0.0695504050973959
1016,0.05833344998136586
1017,-0.2670836727128635
1018,0.9235089564806459
1019,0.09474960254093549
1020,-0.000981393989383906
1021,-0.10393139698052421
1022,0.5703637137542706
1023,0.08658180159693944
1024,-0.000981393989383906
1025,-0.02726548999821318
1026,0.6536459515172415
1027,0.4935264125976725
1028,0.275228193119038
1029,-0.050212384233129646
1030,0.2600564383006487
1031,0.49053357138374176
1032,0.001216043021556019
1033,-0.03390654996973903
1034,1.1611527041140366
1035,0.06298497555712873
1036,0.323954889644465
1037,-0.026722988334638546
1038,0.15405802621237613
1039,-0.9730897716449289
1040,1.0602048019145471
1041,0.08808174858867061
1042,-0.05439657432119593
1043,0.10993173044058689
1044,0.5725450992914202
1045,0.0035459314777195653
1046,-0.07158839318145852
1047,0.5116139127960248
1048,0.7573852871039989
1049,-0.1200142491485373
1050,0.10969193918811249
1051,0.6802464093061675
1052,0.2568787688365371
1053,-0.2758839010327192
1054,0.20104626425437172
1055,1.2701112810712512
1056,0.34107386249901356
1057,-0.03938139789524091
1058,0.2600564383006487
1059,0.5379608527158944
1060,0.021374227372335717
1061,-0.12165459039330634
1062,0.527075510098599
1063,0.5379608527158944
1064,-0.000981393989383906
1065,-0.36716468728017915
1066,0.2714718785126579
1067,0.46089201156916293
1068,-0.005139369465728942
1069,-0.4835083164125031
1070,0.20639993426427553
1071,0.5379608527158944
1072,-6.789501720418938e-05
1073,-0.13361389415973884
1074,0.1109823532539859
1075,0.46089201156916293
1076,-0.0019318611753968299
1077,-0.09355389341248131
1078,0.20235138040984352
1079,0.4777926053830943
1080,0.015458910126586402
1081,-0.03392114577378986
1082,0.004183846499196365
1083,-1.0800714174346335
1084,2.938750629654691
1085,-2.1238009279408923
1086,-0.006517830416489876
1087,-0.07120091023087642
1088,2.9466578120577314
1089,-1.1607689377254766
1090,0.012034300772727474
1091,-0.19412049688835303
1092,2.5123306120137747
1093,-2.209032932525451
1094,-0.004638506212347026
1095,-0.9820704166386447
1096,2.632715134340729
1097,-1.861103696252333
1098,-0.054048191932159484
1099,-0.14379781287529445
1100,2.8404427034131636
1101,-1.3047904083511033
1102,-0.6701011696310182
1103,-0.9726798014817348
1104,2.8195937090429237
1105,-1.0390700743961439
1106,-0.9404588954469788
1107,2.531198142900983
1108,-1.8010978739801282
1109,0.5481268324851211
1110,-1.5725446290555545
1111,2.980385935466723
1112,-1.4282901136376
1113,-1.257876866983847
1114,-1.2341190393708639
1115,0.0017370687184452226
1116,-0.9762589336996049
1117,2.646665464130661
1118,-2.133780991889346
1119,0.016904073022127823
1120,-0.06516119119224689
1121,2.422164711436291
1122,-1.9320639219235731
1123,-0.01418388600398857
1124,-2.1027406777402198
1125,2.8736497954167644
1126,-1.8966258031879424
1127,-0.09642705011633616
1128,-1.9614038132968905
1129,2.286794949508097
1130,-2.128420670150851
1131,0.000617036179950031
1132,-1.0604679358970366
1133,2.6375563026234943
1134,-1.4794056005959633
1135,0.005162367765350595
1136,-1.014433477096962
1137,2.7204226868976664
1138,-2.133780991889346
1139,-0.43596467719436655
1140,-0.0037339691352183966
1141,-1.025215817708935
1142,2.7936730649131465
1143,-1.0038761891101469
1144,6.390670132651998e-05
1145,-0.6346673990143176
1146,2.7463433310274428
1147,-1.2754488645613395
1148,0.01231576958024162
1149,-0.9620869731222581
1150,2.5892312999055287
1151,-1.9362096645459532
1152,-0.07574096117626156
1153,-0.26737521801083786
1154,0.540881440371724
1155,0.04947926788912307
1156,-0.10468581208376124
1157,0.18658870550577636
1158,-0.005139369465728942
1159,-0.049016348898662805
1160,0.2175115130895215
1161,0.28603565232041783
1162,-0.035577435554083006
1163,0.1011814576706334
1164,-0.001339685667211927
1165,-0.24095571985197572
1166,0.07166967382401833
1167,-0.0020909890815393453
1168,-0.12326288833277589
1169,0.20662713751490983
1170,0.0047965646275908375
1171,0.3739151466814555
1172,0.3417157600750846
1173,0.7312517891757853
1174,-0.5919385325611689
1175,-0.0647997699651401
1176,-0.2274754291695255
1177,-0.023327923262713567
1178,-0.08270705141408151
1179,-0.05999356157113286
1180,-0.3324592780622059
1181,-0.0023993461886451504
1182,0.9820149459493381
1183,-0.10816065341205762
1184,-0.32994680902277307
1185,-0.5723369716410858
1186,-0.23895533917882114
1187,-0.3380225242711414
1188,-0.46759350763908114
1189,-0.24129335235756755
1190,-0.3307844393473953
1191,-0.10123236568416616
