,p0q0
236,0.23389696
237,0.23072885
238,0.23072885
239,0.73605597
240,0.23108779
241,0.23389696
242,0.73004663
243,0.73605597
244,0.23108779
245,0.23389821
246,0.7218561
247,0.73605597
248,0.2338209
249,0.7306216
250,0.23363702
251,0.1536958
252,-1.2522897
253,1.0093282
254,1.0655991
255,1.0671356
256,0.56216735
257,1.0674945
258,1.0674915
259,1.0671356
260,0.56216735
261,0.5649763
262,1.0671324
263,1.0675182
264,0.5620523
265,0.5613206
266,0.5590021
267,0.53910416
268,1.5754123
269,0.50694895
270,1.513191
271,0.50368756
272,0.26491114
273,0.73605597
274,0.7360559
275,0.23389696
276,0.3490557
277,0.34588766
278,0.34588766
279,0.3490557
280,0.23072885
281,0.23072885
282,0.23072885
283,0.23389666
284,0.23072885
285,0.23072885
286,0.23072885
287,0.23072885
288,0.7360553
289,0.34975454
290,0.34548125
291,0.34518257
292,0.23028313
293,0.23028313
294,-0.5433446
295,-0.5349131
296,1.3882494
297,1.3078557
298,1.0118481
299,0.5045611
300,0.5045611
301,1.0098882
302,1.0098886
303,0.5045611
304,0.5045611
305,0.63657135
306,0.6365716
307,0.50456125
308,0.50456125
309,-0.5755197
310,-0.53491616
311,1.0097258
312,1.0102472
313,1.0098883
314,1.0102476
315,0.5115226
316,0.50458246
317,0.50458246
318,0.50458246
319,0.62431383
320,0.61974126
321,0.35527664
322,0.62290925
323,1.5152366
324,0.50458246
325,0.50458246
326,0.50458246
327,0.20448194
328,-0.7974477
329,-0.6871214
330,0.20446108
331,0.5077296
332,1.0096508
333,-0.53549933
334,-0.85591936
335,-0.8580118
336,-0.4120214
337,0.5050587
338,1.5152907
339,1.5152261
340,0.5045629
341,0.5045617
342,1.5152159
343,1.5152159
344,0.5045616
345,0.5045641
346,1.5152366
347,1.5153563
348,0.5051525
349,1.0108377
350,0.50551146
351,0.50594103
352,0.6228605
353,1.0118693
354,0.7374458
355,0.7374274
356,0.47046682
357,0.73742455
358,0.7378447
359,0.73791003
360,0.5330755
361,0.29605243
362,0.23049639
363,0.23049639
364,0.44025114
365,0.44061494
366,0.73705053
367,0.44061497
368,0.1659544
369,0.23013745
370,0.23013745
371,1.2407917
372,1.2407917
373,0.23013751
374,0.23013787
375,1.2408131
376,0.6710977
377,0.23027842
378,0.44928035
379,0.3484368
380,1.2374126
381,0.23072885
382,1.2431654
383,0.23072885
384,0.73756546
385,0.7374458
386,0.7374274
387,0.7374249
388,1.2439313
389,0.23013787
390,1.2439543
391,0.23013787
392,0.23330598
393,0.23013787
394,0.23330598
395,0.23330598
396,1.240792
397,0.23013787
398,1.240792
399,0.23013787
400,0.7374245
401,0.7374245
402,0.7378454
403,0.7379066
404,0.23049645
405,0.7358072
406,0.23049681
407,0.7323021
408,0.23330598
409,0.23013787
410,0.23330598
411,0.23013835
412,1.240792
413,0.23013787
414,1.240792
415,0.23013787
416,0.23049681
417,0.23049681
418,0.36179194
419,1.240813
420,1.2409327
421,0.23072885
422,1.2413831
423,0.23072885
424,0.23072885
425,0.34975067
426,0.34517995
427,0.34517804
428,0.2334467
429,0.2302786
430,0.2302786
431,1.2409328
432,0.2302786
433,0.2302786
434,-0.5301557
435,-0.13663508
436,-0.73569125
437,-0.7232558
438,0.9970717
439,1.0099633
440,1.0098985
441,1.0098337
442,0.50456136
443,0.5045616
444,0.5045616
445,0.5045616
446,0.7366895
447,1.0086969
448,1.0210507
449,0.9256945
450,1.0098611
451,0.92500687
452,0.5045611
453,0.50456125
454,1.0098859
455,0.7354675
456,0.7354675
457,0.7353505
458,-0.403548
459,-0.52777094
460,-0.8013816
461,0.50505835
462,0.5046361
463,0.5045715
464,0.50456256
465,0.5045617
466,0.5045641
467,0.5045641
468,0.5045641
469,0.5077321
470,1.0122695
471,0.74141216
472,0.7361151
473,1.010264
474,0.73593396
475,0.7359923
476,-0.52933884
477,-0.80664045
478,-0.28756943
479,-0.53343606
480,-0.8077685
481,-0.28697538
482,0.50505835
483,0.5046361
484,0.5045715
485,0.50456256
486,0.50456136
487,0.5045611
488,0.62263095
489,0.61946464
490,0.6099907
491,0.5045611
492,1.0098882
493,0.5045611
494,0.50456125
495,0.5045616
496,0.5045641
497,0.50458246
498,0.50470215
499,0.73605597
500,0.6818444
501,0.34562764
502,0.73605597
503,0.41210583
504,0.23072885
505,0.23072885
506,0.23072885
507,0.23072885
508,0.23072885
509,0.23072885
510,0.73605597
511,0.73605597
512,0.23072885
513,0.7359814
514,0.73586166
515,0.23015873
516,-0.53550744
517,-0.60492945
518,0.5045616
519,0.5045616
520,0.5045616
521,0.97816163
522,1.0098886
523,1.0098886
524,-0.53564817
525,1.0098883
526,1.0098883
527,0.6687095
528,-0.5293683
529,1.0070791
530,1.0102472
531,0.9920045
532,0.5045616
533,1.010264
534,1.0118481
535,0.5045616
536,1.0098886
537,1.0118481
538,1.0118481
539,1.0098882
540,1.0098882
541,0.5045611
542,0.50456125
543,0.50456125
544,0.50456125
545,0.5045614
546,0.23013787
547,0.23014008
548,0.23013787
549,0.23101555
550,0.23013787
551,-0.13634954
552,-0.53283024
553,-0.13159661
554,-0.74176013
555,1.1920193
556,1.4041178
557,1.3991718
558,1.4026977
559,0.50505835
560,0.5046361
561,0.5045715
562,0.50456256
563,1.0098884
564,1.0098879
565,0.8055677
566,0.98904926
567,0.6222876
568,0.9821004
569,0.41420755
570,0.62227374
571,0.50456125
572,0.23013787
573,0.23014037
574,0.23015873
575,0.23027842
576,0.23072885
577,0.23072885
578,0.23072885
579,0.071125515
580,-0.53280586
581,0.071354024
582,-0.5279177
583,1.0123495
584,0.7607489
585,0.73962265
586,1.4042189
587,1.0137372
588,1.0123327
589,1.0123327
590,0.50505835
591,0.5051518
592,0.5045715
593,0.50456256
594,0.50456136
595,0.5045611
596,0.5045611
597,1.0098882
598,0.5045611
599,1.0098883
600,0.23013781
601,0.7354672
602,0.73548514
603,0.34802252
604,0.34847218
605,0.23072885
606,0.23072885
607,0.23072885
608,0.23072885
609,0.3484368
610,0.34562764
611,0.3484368
612,0.34562764
613,0.23072885
614,0.23072885
615,0.23072885
616,0.23072885
617,0.23072885
618,0.23072885
619,0.23072885
620,0.23072885
621,0.23072885
622,0.23072885
623,0.23072885
624,0.23072885
625,0.73756546
626,0.70861673
627,0.46074626
628,0.23014037
629,0.23014037
630,0.23014037
631,0.07444735
632,0.23014037
633,0.23014037
634,0.23014037
635,0.23014037
636,0.23014037
637,0.23014037
638,0.34980544
639,0.34980598
640,0.7353163
641,0.23013751
642,0.7357868
643,0.7374245
644,0.23013751
645,0.23013787
646,0.23013787
647,0.23013787
648,1.240792
649,0.085298136
650,0.34751916
651,0.34191364
652,-0.3563223
653,-0.52777517
654,-0.532146
655,1.311295
656,1.0139335
657,0.50505835
658,0.5046362
659,0.5045715
660,1.5152171
661,0.5045642
662,1.5152183
663,1.0098912
664,0.5049229
665,1.009882
666,0.5049229
667,0.5045641
668,1.5152183
669,0.5045641
670,0.62264925
671,0.6241735
672,0.34505752
673,0.34972647
674,0.23072885
675,0.23389696
676,0.23072885
677,0.23389696
678,0.34975454
679,0.7374458
680,0.7326767
681,0.7374274
682,0.23014037
683,0.23330848
684,0.7164366
685,0.23330848
686,0.23014037
687,1.2407947
688,0.23014037
689,1.2407947
690,0.23014037
691,0.23330848
692,0.23014037
693,0.23330848
694,0.7354675
695,0.23049931
696,0.23015873
697,0.23344652
698,0.23027842
699,1.2413831
700,0.73605597
701,0.23108779
702,0.73605597
703,0.23108779
704,0.23072885
705,1.2413831
706,0.3489362
707,0.3512373
708,0.73605597
709,0.23108779
710,0.23072885
711,1.2445087
712,0.23072885
713,0.23389737
714,0.3489365
715,0.3503429
716,0.23072885
717,1.2413831
718,0.23072885
719,0.23072885
720,0.23072885
721,1.2413831
722,0.23072885
723,1.2413831
724,0.23072885
725,1.2413831
726,0.23072885
727,1.2413831
728,0.23072885
729,1.244254
730,0.23072885
731,0.31469956
732,0.23072885
733,0.23389696
734,0.23072885
735,0.23389696
736,-0.52919716
737,0.50470215
738,0.50470215
739,0.50470215
740,0.50470215
741,1.0100288
742,0.62267023
743,0.6226701
744,0.62302893
745,0.50470215
746,0.50470215
747,0.50470215
748,0.50470215
749,0.50470215
750,0.50470215
751,0.50470215
752,1.0118693
753,1.0097845
754,0.46815443
755,0.7368968
756,0.23013787
757,0.23020445
758,0.73546493
759,0.23013793
760,0.43559355
761,0.43548784
762,0.43548787
763,0.438656
764,0.23015122
765,0.73545015
766,0.735465
767,0.23180161
768,0.73742455
769,0.735631
770,0.4583771
771,0.7374221
772,0.23013751
773,0.23013787
774,0.23013787
775,0.23013787
776,0.23013787
777,0.23013787
778,0.23013787
779,0.23013787
780,0.23013787
781,0.23013787
782,0.23013787
783,-0.5354726
784,-0.8092378
785,-0.8073373
786,0.20446067
787,0.5045611
788,0.50456125
789,0.5045616
790,1.0098886
791,1.0098876
792,1.0025364
793,1.0070802
794,0.6361936
795,0.6361936
796,0.6365524
797,0.5045616
798,0.5045616
799,0.5045616
800,0.5045616
801,0.62403977
802,0.620092
803,0.41066632
804,0.34899458
805,0.23025976
806,0.23025976
807,0.23025976
808,0.23025976
809,0.7355869
810,0.7355869
811,0.72240967
812,0.23342787
813,0.23025976
814,0.23025976
815,0.732836
816,0.23026024
817,0.2302628
818,0.23022054
819,0.23027842
820,0.23027842
821,0.23027842
822,0.73555225
823,0.6351344
824,0.34843716
825,0.23072885
826,0.7360559
827,0.23080705
828,0.73605597
829,0.34562773
830,0.34879568
831,0.34562764
832,0.73605597
833,0.7360559
834,0.5135556
835,0.23072885
836,0.23072885
837,0.23072885
838,0.23072885
839,0.23072885
840,0.23072885
841,0.73605597
842,0.7360558
843,0.67437726
844,0.23389696
845,0.23072885
846,0.23072885
847,0.23072885
848,0.73605597
849,0.73605597
850,0.7349051
851,0.5734415
852,0.23072885
853,0.23072885
854,0.23072885
855,0.23072885
856,0.23072885
857,0.23072885
858,0.23072885
859,0.23072885
860,0.7360542
861,0.23156862
862,0.23072885
863,0.2338969
864,0.23072885
865,0.23072885
866,0.23072885
867,0.23072885
868,0.34567523
869,0.34562764
870,0.34879574
871,0.34879634
872,0.3456283
873,0.34879634
874,0.34563234
875,0.23072885
876,0.23072885
877,0.23072885
878,0.23072885
879,0.23072885
880,0.23072885
881,0.23072885
882,0.23072885
883,0.23072885
884,0.23072885
885,0.23072885
886,0.23072885
887,0.23072885
888,0.23072885
889,0.23072885
890,0.73605597
891,0.73641485
892,0.34562764
893,0.734069
894,0.7358405
895,1.240813
896,0.23015873
897,0.23332672
898,0.73584336
899,0.73599803
900,0.23013787
901,0.73742455
902,0.23013751
903,0.23013751
904,0.35898226
905,0.23013751
906,0.34713405
907,0.23049645
908,0.35012376
909,0.35012123
910,0.735791
911,0.7359976
912,0.7372724
913,0.7379201
914,0.23013745
915,1.2407917
916,0.23123042
917,0.23013751
918,0.7374245
919,0.7374933
920,0.7374245
921,0.7374245
922,0.23013745
923,1.2407917
924,0.23013745
925,0.23013745
926,0.23013745
927,1.2407917
928,0.23013745
929,0.23013745
930,0.73545873
931,0.23049681
932,0.73567176
933,0.34797367
934,0.34503734
935,0.34960997
936,0.3482079
937,0.34822625
938,0.23027842
939,0.23389696
940,0.23072885
941,0.23072885
942,-0.31916964
943,-0.53147674
944,-0.52619165
945,-0.52608263
946,1.0087379
947,1.0133104
948,1.0119059
949,1.0119059
950,0.5057977
951,0.50890106
952,0.50572413
953,0.50572294
954,0.9856666
955,1.0124396
956,1.0119892
957,1.0117943
958,1.0102164
959,1.0117849
960,1.0116552
961,1.0102478
962,1.0098883
963,0.23049639
964,0.5529628
965,0.73546475
966,0.7374245
967,0.7374245
968,0.7374245
969,0.7360211
970,0.73265535
971,0.73722804
972,0.73582345
973,0.73582375
974,0.73742473
975,0.73742473
976,0.73742473
977,0.73742473
978,0.23013744
979,0.23330556
980,0.23013751
981,0.23013745
982,0.23013745
983,1.2407917
984,0.23013745
985,0.23013745
986,0.34529632
987,0.24508567
988,0.34846473
989,0.34846473
990,0.735465
991,0.23049681
992,0.23330848
993,0.23022948
994,0.7339493
995,0.7381141
996,1.0116705
997,1.0071005
998,0.5077501
999,0.50458246
1000,0.50775045
1001,0.50458246
1002,0.50775045
1003,0.50775045
1004,0.50775045
1005,0.50458246
1006,0.50775045
1007,0.50459635
1008,1.0099095
1009,0.50458246
1010,0.50775045
1011,0.50458246
1012,1.0100292
1013,0.23072885
1014,0.35211688
1015,0.34754425
1016,0.34754425
1017,0.36273757
1018,0.23224829
1019,0.39955482
1020,0.3623787
1021,0.36273757
1022,0.23389672
1023,0.23072885
1024,0.23072885
1025,0.23072885
1026,0.3137038
1027,0.23072885
1028,0.23072885
1029,0.23072885
1030,1.2413831
1031,0.23072885
1032,0.23072885
1033,0.23072885
1034,0.23072885
1035,0.23072885
1036,0.23072885
1037,0.23072885
1038,0.23389696
1039,0.23072885
1040,0.23109381
1041,0.6952169
1042,0.34879613
1043,0.73607403
1044,0.74584043
1045,-0.0020689245
1046,1.0083774
1047,1.0116476
1048,1.0101198
1049,1.0102439
1050,0.52242774
1051,1.009884
1052,1.009884
1053,1.010243
1054,0.50455827
1055,0.50455695
1056,0.50455695
1057,0.5045571
1058,0.5045573
1059,0.5045585
1060,0.50456065
1061,0.5045609
1062,0.5045622
1063,0.23015867
1064,0.2302783
1065,0.23072855
1066,0.2338969
1067,0.73605597
1068,0.35040545
1069,0.23246513
1070,1.2413831
1071,0.23072885
1072,0.23072885
1073,0.23072885
1074,0.67212325
1075,0.7455727
1076,-0.0020159392
1077,1.0005643
1078,0.49713585
1079,1.0021034
1080,0.7071932
1081,1.0002435
1082,0.49677625
1083,0.49994436
1084,0.49994436
1085,0.97922665
1086,1.0024801
1087,1.0021605
1088,1.0026481
1089,1.2457799
1090,-0.5349162
1091,-1.2722522
1092,-1.4703542
1093,-0.28664976
1094,0.50505835
1095,0.5078046
1096,0.50773996
1097,0.5045629
1098,0.5045617
1099,0.5077296
1100,0.5077296
1101,1.0098882
1102,0.5045616
1103,1.5183834
1104,0.50456536
1105,0.50458246
1106,1.2788224
1107,0.5077836
1108,0.505603
1109,1.0088532
1110,0.505061
1111,0.23108779
1112,0.3484415
1113,1.2413831
1114,0.23072885
1115,0.23072998
1116,0.23108779
1117,0.23203819
1118,0.34843752
1119,0.23072885
1120,1.2413831
1121,1.2413695
1122,0.23072885
1123,0.7359814
1124,0.73553336
1125,0.735936
1126,1.2291257
1127,0.5045616
1128,0.5077296
1129,0.5077296
1130,1.0098772
1131,0.5045616
1132,0.5077296
1133,0.5077296
1134,0.5045616
1135,0.5045616
1136,0.5077296
1137,0.5077296
1138,1.0008368
1139,0.62255377
1140,0.5045616
1141,1.5152187
1142,1.5146825
1143,0.50470215
1144,0.734069
1145,-1.5464092
1146,-0.067935534
1147,0.39617002
1148,1.0118482
1149,1.0118481
1150,1.0118481
1151,0.7325964
1152,1.0116518
1153,0.50492007
1154,1.0098882
1155,1.0098882
1156,1.5152154
1157,0.5045611
1158,0.5045611
1159,0.50772923
1160,0.5045611
1161,0.5045611
1162,0.50772923
1163,1.0097417
1164,1.0098882
1165,1.2407918
1166,0.23013787
1167,0.23014037
1168,1.240813
1169,0.23027842
1170,0.23072885
1171,0.35020027
1172,0.34562773
1173,0.34562764
1174,0.73756546
1175,0.52356935
1176,0.23051767
1177,0.23051773
1178,0.7188622
1179,0.23332684
1180,0.23332684
1181,0.23015873
1182,0.23015879
1183,0.23332684
1184,0.23332684
1185,0.23015873
1186,0.23051767
1187,0.23051767
1188,0.35002673
1189,0.20550309
1190,0.20502882
1191,-0.40111327
1192,-0.40014622
1193,0.50600857
1194,0.5083956
1195,1.0104892
1196,0.64408463
1197,0.96360755
1198,0.7152724
1199,0.50832075
1200,0.5083206
1201,1.0104597
1202,1.011989
1203,1.0118693
1204,0.74325573
1205,1.011851
1206,1.0118484
1207,0.7983403
1208,0.50772923
1209,0.50772923
1210,0.23013763
1211,1.2407918
1212,0.23013763
1213,0.23013763
1214,0.23013763
1215,1.240792
1216,0.23013763
1217,0.23013763
1218,0.3830409
1219,0.72216934
1220,0.34756473
1221,0.7339283
1222,0.73551226
1223,0.24278824
1224,0.73598146
1225,1.5152159
1226,0.5045616
1227,0.5045616
1228,1.5152159
1229,1.5152159
1230,0.5045616
1231,0.5045616
1232,0.5045616
1233,0.5045616
1234,0.5045616
1235,0.5045616
1236,-0.53005844
1237,-0.8041442
1238,-0.5293144
1239,-0.5325198
1240,1.0119628
1241,1.011851
1242,1.011851
1243,0.504564
1244,0.504564
1245,0.504564
1246,0.504564
1247,0.504564
1248,0.504564
1249,0.20446108
1250,1.0099357
1251,1.0122691
1252,1.5152138
1253,0.7222332
1254,1.0098739
1255,0.5045615
1256,0.50456125
1257,0.23013745
1258,0.23013751
1259,0.23013787
1260,0.23014037
1261,0.23014037
1262,0.23014037
1263,0.23014037
1264,0.23014037
1265,0.23014037
1266,0.23014037
1267,0.23015873
1268,0.23027842
1269,0.23072885
1270,0.23072885
1271,0.23072885
1272,0.23072885
1273,0.23072885
1274,0.34703162
1275,0.34994578
1276,0.34480795
1277,0.23027842
1278,0.23027842
1279,0.23027842
1280,0.23027842
1281,0.23027842
1282,0.23027842
1283,0.23027842
1284,0.23027842
1285,0.34798637
1286,0.34517804
1287,0.23027842
1288,0.23027842
1289,0.23027842
1290,0.23027842
1291,0.73560554
1292,0.7135793
1293,0.34562764
1294,0.34879568
1295,0.23072885
1296,0.23072885
1297,0.23072885
1298,0.23072885
1299,1.2413831
1300,0.23072885
1301,0.23072885
1302,1.2413831
1303,0.23072885
1304,0.23072885
1305,0.23389785
1306,0.23072885
1307,0.3487957
1308,0.35020027
1309,0.34562764
1310,0.35020027
1311,0.34985414
1312,0.34974983
1313,0.3451772
1314,0.34979525
1315,0.23015873
1316,0.23332684
1317,0.23015873
1318,0.23332684
1319,0.23015873
1320,0.23332684
1321,0.7354857
1322,0.23332684
1323,0.7354855
1324,0.23051767
1325,0.4351102
1326,0.22989117
1327,0.23015873
1328,0.23332684
1329,0.23015873
1330,0.23344658
1331,0.23027848
1332,0.23389696
1333,0.23072885
1334,0.23389696
1335,0.23072885
1336,0.23389696
1337,0.23072885
1338,0.23389696
1339,-0.5338515
1340,-0.53432643
1341,0.20447122
1342,1.0102577
1343,0.5077397
1344,0.5077397
1345,0.5045716
1346,0.5045716
1347,0.50457245
1348,0.5045716
1349,0.5045716
1350,0.5045716
1351,0.5045716
1352,0.6226391
1353,0.34649476
1354,0.61947167
1355,0.5045764
1356,0.50462097
1357,0.5045983
1358,0.50470215
1359,-0.4165312
1360,-0.53047603
1361,0.07103505
1362,-0.527917
1363,0.5050587
1364,0.5046366
1365,0.50457186
1366,0.5045629
1367,0.50456274
1368,1.0098333
1369,1.0098886
1370,0.5054918
1371,1.0098886
1372,1.0098886
1373,1.0029659
1374,0.5077296
1375,0.5045616
1376,0.5045616
1377,0.5045641
1378,0.50458246
1379,-0.798044
1380,0.20068322
1381,-0.79671156
1382,1.3994837
1383,1.4003625
1384,1.1228005
1385,1.0118482
1386,1.0118481
1387,1.0085623
1388,1.0102477
1389,0.7499961
1390,0.5045611
1391,0.5045611
1392,0.5045611
1393,0.5045611
1394,0.5045611
1395,0.5045611
1396,-0.8095171
1397,-0.5349136
1398,-0.5559071
1399,0.50505835
1400,0.5046361
1401,0.5045715
1402,0.63704973
1403,0.6336358
1404,0.6362156
1405,0.5045641
1406,0.5045641
1407,0.5045641
1408,0.5045641
1409,0.5045641
1410,0.5045641
1411,0.61946285
1412,0.6226309
1413,0.61946285
1414,-0.7365295
1415,-0.52729917
1416,0.07229795
1417,0.5050612
1418,0.5046391
1419,0.50457436
1420,0.62615657
1421,0.6896004
1422,0.8936227
1423,0.50456256
1424,0.50456136
1425,0.5045611
1426,0.5045611
1427,0.5045611
1428,1.0006591
1429,0.97146475
1430,0.5045611
1431,1.0098882
1432,0.50456125
1433,1.4536622
1434,0.23014037
1435,0.23014037
1436,0.23330848
1437,0.23014037
1438,0.23015873
1439,0.23344652
1440,0.23072885
1441,0.3456546
1442,0.23111878
1443,0.34562764
1444,0.23072885
1445,1.2413831
1446,0.23072885
1447,0.23072885
1448,0.25315264
1449,0.23072885
1450,0.23072885
1451,-0.31830722
1452,0.50519925
1453,0.50477713
1454,0.5047124
1455,0.50470346
1456,0.507873
1457,0.50470215
1458,0.50470215
1459,0.50470215
1460,0.50787014
1461,0.50470215
1462,0.50470215
1463,0.50470215
1464,0.50787014
1465,0.50470215
1466,0.50470215
1467,0.50470215
1468,1.5153563
1469,0.23072885
1470,0.23072885
1471,0.3488132
1472,0.34562764
1473,0.34667045
1474,0.34994623
1475,0.7374458
1476,0.7374274
1477,0.7361102
1478,0.735465
1479,0.23049681
1480,0.23330598
1481,0.7354612
1482,0.7326558
1483,0.7370283
1484,0.7358239
1485,0.7358239
1486,0.73742455
1487,0.7374245
1488,0.7374247
1489,0.7374247
1490,0.7354646
1491,0.44422776
1492,0.44422835
1493,0.23330556
1494,0.23330842
1495,0.7372245
1496,0.444582
1497,0.23330598
1498,0.23330598
1499,1.240792
1500,0.23013787
1501,0.36530632
1502,0.089677766
1503,0.36518106
1504,0.3664952
1505,-0.5293352
1506,-0.3480113
1507,-0.73605895
1508,-0.5272106
1509,0.50507957
1510,1.0098671
1511,0.5045927
1512,0.5077519
1513,0.50900716
1514,1.0099095
1515,1.0099092
1516,0.50775045
1517,0.50458246
1518,0.5045862
1519,0.50458246
1520,0.50775045
1521,0.62232554
1522,0.50775045
1523,1.0100285
1524,1.0104796
1525,1.0108436
1526,0.73756546
1527,0.7374458
1528,0.7374274
1529,0.23014037
1530,0.23014037
1531,0.3589976
1532,0.36215082
1533,0.3621584
1534,0.23014037
1535,0.23014037
1536,0.23014037
1537,0.23014037
1538,0.23014037
1539,0.23014037
1540,0.23014037
1541,0.23014037
1542,0.34504586
1543,0.3482072
1544,0.34822607
1545,0.34908444
1546,0.7360545
1547,0.64839727
1548,0.7350968
1549,1.2413831
1550,0.23072885
1551,0.23072885
1552,0.23072885
1553,0.73756546
1554,0.7373334
1555,0.73248136
1556,0.7374235
1557,0.23015396
1558,0.23013787
1559,0.23013787
1560,0.23013787
1561,-0.8256747
1562,0.23013751
1563,1.2407918
1564,1.2407918
1565,0.23013751
1566,0.23013751
1567,0.23330562
1568,0.23330562
1569,0.23124556
1570,-0.53491616
1571,-1.2961901
1572,-1.4686793
1573,-0.40893438
1574,0.50519925
1575,1.5154314
1576,1.5153666
1577,0.50470346
1578,0.50470227
1579,0.5083206
1580,0.5083206
1581,1.0104449
1582,0.6234794
1583,0.6251998
1584,0.6235383
1585,0.3558467
1586,0.5051525
1587,1.5158067
1588,0.505603
1589,0.5051525
1590,-0.5348949
1591,-1.27212
1592,-1.4678189
1593,-0.39985904
1594,0.50564975
1595,0.5083956
1596,0.5083309
1597,1.010481
1598,0.50515276
1599,1.5158067
1600,1.5158067
1601,0.5051525
1602,1.011989
1603,0.73394716
1604,0.7338716
1605,0.73386115
1606,0.5045616
1607,0.5077296
1608,0.5077321
1609,0.5045616
1610,0.5047503
1611,0.23013787
1612,1.240792
1613,1.240792
1614,0.23013787
1615,0.23330598
1616,0.23013787
1617,0.23330598
1618,0.23330598
1619,0.73742455
1620,0.73742455
1621,0.73742455
1622,0.73742455
1623,0.23330598
1624,0.23013787
1625,0.23330598
1626,0.23013787
1627,0.23330598
1628,0.23013787
1629,0.23330598
1630,0.23013787
1631,0.23050992
1632,0.44005945
1633,0.23049621
1634,0.44004056
1635,0.23331396
1636,0.23013787
1637,0.23332314
1638,0.23015873
1639,1.2409327
1640,0.23072885
1641,1.2413831
1642,1.2413769
1643,0.24121566
1644,0.3488239
1645,0.1491199
1646,0.34883088
1647,1.2413831
1648,0.23072885
1649,1.2413831
1650,0.23072885
1651,-0.5338743
1652,-1.0641919
1653,-0.43261018
1654,0.50645906
1655,0.8180828
1656,1.0109403
1657,0.50877243
1658,0.50560313
1659,0.50584555
1660,0.50596184
