,p0q0
513,0.042790003
514,-1.04758
515,0.0136199845
516,0.016505107
517,-0.96975285
518,-0.003500664
519,0.0025789596
520,-1.0135636
521,-0.0052633574
522,-0.01360946
523,-1.0043849
524,-0.096501715
525,0.0060338834
526,-0.97810936
527,-0.004228452
528,0.016505107
529,-0.0120573845
530,1.7264778e-05
531,0.44684118
532,-0.009896613
533,0.03810751
534,-0.02292907
535,0.082574315
536,-0.008885494
537,0.0008925479
538,0.091017954
539,-0.023080267
540,0.8278194
541,-0.0053455876
542,0.36838862
543,-0.26495034
544,-0.66767424
545,-0.14540768
546,0.04669042
547,-0.7633194
548,-0.23898433
549,0.015826985
550,0.051438425
551,-0.2312666
552,-0.49555945
553,-0.0033610293
554,0.09755335
555,-0.13773607
556,-0.6066856
557,0.007873537
558,0.11758038
559,-0.2904839
560,-0.22393516
561,-0.18790644
562,0.13744475
563,-0.2312666
564,-0.011925842
565,-0.09071832
566,0.10200376
567,-0.35112324
568,-0.55943215
569,-0.012573949
570,-0.3036821
571,-0.34313768
572,-0.40076718
573,-0.19801357
574,0.09561896
575,-0.33563948
576,-0.7896233
577,0.051434536
578,0.0938114
579,-0.31898823
580,-0.85407114
581,-0.016474115
582,0.09909081
583,0.0015749285
584,0.11087357
585,-0.028853174
586,0.0072284467
587,0.012133156
588,-1.0153308
589,-0.2176813
590,0.005461473
591,-0.05440183
592,-0.01061799
593,0.01372574
594,0.008147626
595,-0.11388691
596,-0.15509653
597,-0.29194945
598,-0.5637699
599,0.025252217
600,0.09273763
601,-0.29178742
602,-0.52446765
603,-0.18790644
604,0.057401918
605,-0.35112324
606,-0.5872004
607,-0.16540259
608,0.08035827
609,-0.34313768
610,-0.52762306
611,-0.18790644
612,0.09755335
613,-0.255684
614,-0.69456714
615,0.023281422
616,0.09755335
617,-0.018010901
618,-0.015762733
619,-0.025869958
620,-0.00992765
621,-0.48691636
622,-0.66767424
623,-0.0683899
624,0.08730135
625,-0.038965497
626,0.17682943
627,-0.03447056
628,-0.63426507
629,-0.077195965
630,0.001071929
631,-0.33563948
632,0.013281599
633,-0.7252282
634,0.0052131233
635,-1.0308757
636,-0.011765448
637,-1.014971
638,-0.018910995
639,-1.3112488
640,0.0043272753
641,-0.96767044
642,-0.006375052
643,-1.0089486
644,-0.15721248
645,-0.9820391
646,0.041952796
647,-0.9762286
648,-0.018024525
649,-0.6822762
650,-0.54224974
651,-0.4171148
652,-0.6316481
653,-0.52446765
654,0.5814137
655,-1.3581905
656,-0.102839686
657,-0.28492525
658,-0.5815121
659,-0.6955579
660,0.08532086
661,-0.935902
662,-0.03288455
663,-1.089546
664,-0.0023662408
665,-1.0253847
666,0.09165173
667,-1.0235853
668,-0.12866308
669,-0.98622304
670,-1.0421958
671,0.04068799
672,-1.0500331
673,0.08230066
674,-0.7907822
675,0.082401186
676,-1.031992
677,0.046059985
678,-0.9932141
679,-0.014252024
680,-1.0845739
681,0.2185298
682,-1.026287
683,-0.17499591
684,-1.1016648
685,0.19055064
686,-0.98419577
687,0.022709684
688,-0.9217394
689,-0.062720075
690,-1.0500255
691,-0.0051507503
692,-0.9627527
693,0.08230066
694,-0.99385715
695,-0.09541021
696,-1.0557499
697,-0.26299208
698,-0.9943482
699,0.28383175
700,-1.0016158
701,-0.14484687
702,-0.99340224
703,-0.13129243
704,-1.1325617
705,0.6374442
706,-1.0071001
707,-0.2962736
708,-0.9932141
709,-0.18192473
710,-0.8779015
711,-0.6406352
712,-0.98801005
713,-0.20918813
714,-1.0393996
715,-0.0034620573
716,-0.9732157
717,-0.04352617
718,-1.1003362
719,0.5442169
720,-1.0243487
721,-0.009919621
722,-0.9809801
723,0.100661844
724,-1.0368978
725,-0.11419194
726,-1.0233505
727,-0.11805394
728,-0.9932141
729,-0.017808795
730,-1.2362212
731,-0.034294102
732,-0.75291514
733,-0.17198037
734,-1.126565
735,0.10901606
736,-1.0076078
737,-0.0030791408
738,-1.4281268e-05
739,-0.026959559
740,0.017835926
741,0.0056218146
742,-0.0384866
743,-0.02341299
744,0.020212509
745,-0.03223885
746,-1.4281268e-05
747,-0.015963608
748,0.01340788
749,-0.13811928
750,0.0021491179
751,-0.08654302
752,-0.21326867
753,-0.009563345
754,-0.020458197
755,-0.012030741
756,0.0064274147
757,0.0014265005
758,-0.037341584
759,0.006047103
760,-0.5491652
761,0.19524544
762,-0.014551456
763,0.029958474
764,-0.031361666
765,0.0024398982
766,-0.058101576
767,0.0295407
768,-0.0037889362
769,0.041833267
770,0.08599222
771,-0.059614103
772,0.0056218146
773,0.10276855
774,0.0020768116
775,-0.06781068
776,-0.20356804
777,-0.06533187
778,-0.020188117
779,-0.067188144
780,-0.04463537
781,-0.049982868
782,-0.21561812
783,-0.05988508
784,0.041833267
785,0.0065873624
786,-0.0033292698
787,0.17384487
788,-0.16425048
789,-0.0033292698
790,-0.52718574
791,0.022157755
792,-0.31328413
793,-0.04341215
794,0.019188534
795,-0.026959559
796,0.0064245183
797,-0.11952935
798,0.061777752
799,-0.08854485
800,-0.015644077
801,-0.009814696
802,0.35166457
803,0.013518068
804,-0.03971142
805,-0.18067648
806,0.0030488078
807,-0.030790336
808,0.019366374
809,-0.10571699
810,0.008095044
811,-0.07734236
812,0.0020768116
813,-0.023308203
814,-1.0441413
815,1.2377177
816,0.0043272753
817,-1.0416408
818,1.4811136
819,0.0043272753
820,-1.1984167
821,1.0402738
822,0.0062711374
823,-1.1228397
824,2.5690398
825,0.002490344
826,0.0028178764
827,-0.92415035
828,1.0151079
829,0.02113839
830,-1.0401887
831,0.82934517
832,0.002490344
833,-0.998077
834,1.2860824
835,0.0034362832
836,-1.0344834
837,1.2440504
838,-0.09312409
839,-1.0252025
840,1.212262
841,-0.006622492
842,-0.5023876
843,0.9384687
844,0.020430844
845,0.007009781
846,0.96081114
847,-0.03557206
848,-0.09208159
849,-0.9451469
850,0.93453705
851,0.019155558
852,-0.0009059473
853,-0.75397706
854,0.9862985
855,0.0001036021
856,-0.0045981016
857,-0.90051126
858,1.1198295
859,-0.03849632
860,0.6357425
861,-1.014539
862,0.9273127
863,0.0144574195
864,0.030700779
865,-0.8926257
866,0.9407791
867,0.42346546
868,-0.033124533
869,-1.8241671
870,1.069933
871,0.022379536
872,0.0087506035
873,-0.84498614
874,1.2237958
875,0.0062711374
876,-1.0252025
877,1.2903025
878,0.020158652
879,-1.0215051
880,1.1827416
881,0.004532552
882,-0.96701103
883,0.9772098
884,0.0033985563
885,-1.0090513
886,1.1149093
887,0.15399818
888,0.26207417
889,0.21921803
890,0.04061869
891,0.27417824
892,-0.020357108
893,0.1651893
894,0.19853736
895,0.06174915
896,0.20953941
897,0.01791029
898,0.12252076
899,-0.115140446
900,0.0023320771
901,-0.14461423
902,0.84848374
903,0.9315006
904,0.83734834
905,0.632493
906,0.47625023
907,-1.1198646
908,2.3564034
909,0.53209823
910,0.0040843934
911,-1.6046965
912,2.4247928
913,0.17211564
914,0.0067945546
915,-1.1459783
916,2.3633032
917,0.4582146
918,0.0028307065
919,-0.8379201
920,2.5769763
921,0.49518913
922,0.0006823619
923,-1.6928134
924,1.8620473
925,0.661474
926,0.21754804
927,-1.5898325
928,-0.99530846
929,0.35662276
930,0.0032504303
931,-1.6606418
932,2.3633032
933,0.42760736
934,0.01743799
935,-1.4446299
936,2.3633032
937,-0.11403706
938,0.7916507
939,-1.437238
940,1.5677459
941,0.267235
942,0.00016937293
943,-0.97739744
944,2.3451974
945,0.17656144
946,-0.0009059473
947,-1.4281647
948,2.6898322
949,0.44358978
950,-0.8606204
951,-1.083417
952,2.4786
953,0.27118468
954,0.4954544
955,-0.910872
956,2.1711843
957,-0.10658907
958,0.29719776
959,-1.2348136
960,2.5346668
961,0.65710104
962,0.008910579
963,-1.4501965
964,2.6194954
965,0.18244246
966,-0.0009850676
967,-1.7367107
968,2.4319503
969,0.5433023
970,0.22838491
971,-1.8164656
972,1.9972403
973,0.745382
974,0.333339
975,-1.1718494
976,2.6295936
977,0.5356424
978,0.0045877723
979,-0.8157389
980,2.4639816
981,0.5070869
982,-0.006622492
983,-1.2003264
984,2.6287384
985,0.53209823
986,0.0055382554
987,-1.5622984
988,2.477471
989,0.28846064
990,0.07926953
991,-1.3044288
992,2.363077
993,0.58048165
994,0.6664567
995,-0.049201593
996,0.4479853
997,0.1560626
998,0.53363734
999,0.5565803
1000,-1.004537
1001,0.8417449
1002,-0.9849187
1003,0.35693303
1004,-0.005707022
1005,0.06488477
1006,0.22490832
1007,0.8432339
1008,0.32629314
1009,-0.008398175
1010,0.546216
1011,0.093450524
1012,0.35558864
1013,-0.041585963
1014,0.25231487
1015,0.14341836
1016,0.13664046
1017,-0.10348673
1018,0.9255163
1019,0.4444326
1020,-0.0016252565
1021,-0.07312007
1022,0.6307261
1023,0.32871374
1024,-0.0016252565
1025,-0.03517278
1026,0.5370511
1027,0.7140506
1028,0.34579128
1029,-0.067933396
1030,0.29999945
1031,0.7056447
1032,-0.0064503807
1033,-0.032424364
1034,1.432339
1035,0.34020954
1036,0.27782974
1037,-0.03031625
1038,0.19814618
1039,-1.0372317
1040,1.0183887
1041,0.365518
1042,-0.041158732
1043,0.3411897
1044,0.77178866
1045,0.0069786464
1046,-0.09957317
1047,0.8901248
1048,1.4069923
1049,-0.18334493
1050,0.18397588
1051,0.71985424
1052,0.3963624
1053,-0.119640216
1054,0.08214038
1055,1.0767301
1056,0.5184818
1057,-0.08574303
1058,0.29999945
1059,0.72637486
1060,0.107962154
1061,-0.09108235
1062,0.3346086
1063,0.72637486
1064,-0.0016252565
1065,-0.20482622
1066,0.17048246
1067,0.59269863
1068,-0.010278343
1069,-0.34773773
1070,0.21700613
1071,0.72637486
1072,-0.00526238
1073,-0.2967424
1074,0.28673697
1075,0.59269863
1076,-0.013485426
1077,-0.13916908
1078,0.14599457
1079,0.57714695
1080,0.11257845
1081,-0.036501396
1082,-0.015166948
1083,-1.0726569
1084,2.9578962
1085,-2.1982212
1086,0.0041262866
1087,-0.114492536
1088,2.742496
1089,-1.2285186
1090,-0.011419274
1091,-0.23883967
1092,2.5940256
1093,-4.2416644
1094,-0.0027244627
1095,-1.1183119
1096,2.600753
1097,-1.4992938
1098,-0.0019972324
1099,-0.15818526
1100,2.813009
1101,-1.2910081
1102,-0.69920415
1103,-0.88181865
1104,2.8896706
1105,-1.0096582
1106,-0.9610195
1107,2.5256743
1108,-1.8859928
1109,0.008218174
1110,-1.5737206
1111,2.9811857
1112,-0.5883227
1113,-1.4571095
1114,-0.66495144
1115,0.009258811
1116,-1.1272758
1117,2.2521088
1118,-2.1110013
1119,0.07271943
1120,-0.07820485
1121,2.5945954
1122,-1.8233547
1123,-0.0045025544
1124,-1.8795356
1125,2.9456666
1126,-2.1917531
1127,-0.044305623
1128,-2.1222694
1129,2.610461
1130,-2.1295602
1131,0.00688422
1132,-1.0043745
1133,2.6059115
1134,-0.2842113
1135,0.028823864
1136,-1.0543478
1137,2.7619588
1138,-2.1110013
1139,-0.2737318
1140,-0.010259815
1141,-1.2185584
1142,2.8614302
1143,-8.760457
1144,0.005186398
1145,-0.6802736
1146,2.7549703
1147,-1.6120601
1148,-0.04923005
1149,-0.097266205
1150,2.5115209
1151,-1.8735731
1152,-0.09001777
1153,-0.796321
1154,0.62003434
1155,0.052395754
1156,-0.37818125
1157,0.5510907
1158,-0.010278343
1159,-0.08012006
1160,0.25991696
1161,0.28612903
1162,-0.055219963
1163,0.1884644
1164,-0.0044058664
1165,-0.15120909
1166,0.056751322
1167,-0.0059773508
1168,-0.6721805
1169,0.27632925
1170,0.0046151076
1171,0.71804935
1172,0.48155814
1173,0.8263031
1174,-0.24117453
1175,-0.10533461
1176,-0.11135785
1177,0.09550576
1178,0.021657107
1179,-0.11301283
1180,-0.20054595
1181,-0.022358146
1182,0.786504
1183,-0.5775262
1184,-0.18474561
1185,-0.80482954
1186,-0.0011372074
1187,-0.17227516
1188,-1.141129
1189,-0.15498029
1190,-0.41557005
1191,-0.06621187
1192,0.07052767
1193,-0.80027086
1194,-0.7413993
1195,-0.13084264
1196,-0.04352605
1197,-0.16208231
1198,-0.068930365
1199,0.019503158
1200,0.32497612
1201,-0.100629084
1202,-0.05100046
1203,-0.0032715506
1204,-0.11771547
1205,-0.57671386
1206,-0.43236423
1207,-0.038035434
1208,-0.80342686
1209,-0.054793414
1210,-0.03174941
1211,-0.08398772
1212,-0.17227516
1213,-0.8846472
1214,0.17654295
1215,-0.6000427
1216,-0.074348785
1217,-0.068930365
1218,-0.0683929
1219,-0.41557005
1220,-0.048128765
1221,-0.20875044
1222,-0.59807885
1223,-0.23500168
1224,0.082272604
1225,-0.14236288
1226,-0.47819278
1227,-0.060146045
1228,-0.55701584
1229,-0.05083334
1230,0.0060537537
1231,-0.054890856
1232,-1.0148444
1233,0.14767866
1234,0.031278204
1235,0.004033473
1236,0.11159892
1237,-0.94439393
1238,0.014616423
1239,0.09889824
1240,-0.0049046576
1241,0.023950834
1242,0.6835215
1243,0.008089124
1244,-1.0069354
1245,0.031102207
1246,0.03512048
1247,-1.3384343
1248,0.00807938
1249,0.39251208
1250,0.39183486
1251,0.22752695
1252,0.3718695
1253,-0.4992679
1254,-0.52762306
1255,-0.3364492
1256,-0.7619645
1257,-0.2287719
1258,0.048462655
1259,-0.26433882
1260,-0.52762306
1261,-0.18790644
1262,0.09273763
1263,-0.34186795
1264,-0.52762306
1265,-0.115175225
1266,0.08984056
1267,-0.85303277
1268,-0.52762306
1269,0.015288104
1270,-0.28492525
1271,-0.89457947
1272,0.96355295
1273,0.03772424
1274,-0.2312666
1275,-0.9908375
1276,-0.33689687
1277,-0.31898823
1278,-0.6066856
1279,-0.11199369
1280,0.17874554
1281,-0.28492525
1282,-0.5609293
1283,-0.00078862667
1284,0.11232779
1285,-0.31898823
1286,-0.5670411
1287,0.0005958547
1288,-0.9279567
1289,-0.000464851
1290,-1.0598335
1291,0.11985724
1292,-1.3813845
1293,-0.028776173
1294,-1.047826
1295,0.4199024
1296,-0.90252084
1297,-0.19392934
1298,-0.8725196
1299,0.2003101
1300,-1.1003362
1301,-1.089546
1302,-0.31358537
1303,-0.8752871
1304,-1.026287
1305,-0.009919621
1306,-1.0933603
1307,-1.0076078
1308,-0.25248578
1309,-1.110585
1310,0.30524468
1311,-1.0247704
1312,-0.10208405
1313,-0.97267187
1314,0.18486546
1315,-1.026287
1316,-0.12370208
1317,-1.1003362
1318,-3.2694888
1319,-0.99340224
1320,-0.11206447
1321,-0.9776041
1322,0.09549308
1323,-0.846875
1324,0.00091601734
1325,-1.021259
1326,0.17310667
1327,-1.1891214
1328,0.023223868
1329,-1.021617
1330,0.01391964
1331,-1.0076078
1332,-0.21881674
1333,-1.0195172
1334,-0.08123981
1335,-1.0652561
1336,0.05985464
1337,-0.88275313
1338,0.68216515
1339,-0.9737341
1340,-0.12345892
1341,0.049512714
1342,0.006578823
1343,0.05607406
1344,0.12009929
1345,0.024106484
1346,-0.0022623653
1347,0.110177204
1348,-0.2312666
1349,-0.26082996
1350,-0.011839752
1351,0.12126965
1352,-0.9945294
1353,-0.5459188
1354,-0.010611957
1355,-0.42469043
1356,-0.68674815
1357,-0.17224827
1358,0.12414013
1359,-0.7100351
1360,-0.4711299
1361,0.19695954
1362,0.07587766
1363,-0.023248902
1364,0.099120535
1365,0.07440809
1366,-0.74930775
1367,-0.031361666
1368,0.008147626
1369,-0.0029461486
1370,-0.043770898
1371,-0.05729163
1372,0.0014265005
1373,0.08599222
1374,0.008799427
1375,-0.018440314
1376,0.041833267
1377,-0.049556464
1378,0.006047103
1379,0.011220564
1380,-0.96701103
1381,1.9877306
1382,-0.019430913
1383,-0.9531484
1384,1.3593572
1385,-0.9783645
1386,-0.5132728
1387,0.0045810966
1388,-0.9801793
1389,1.3788028
1390,-0.00045652382
1391,-0.8834532
1392,1.2017052
1393,0.013281599
1394,-0.9405058
1395,1.0829595
1396,0.0036528436
1397,-1.1962998
1398,1.7332438
1399,0.0067945546
1400,-1.1522716
1401,1.2246685
1402,-0.00045652382
1403,-0.95074517
1404,1.3281022
1405,0.18703945
1406,-1.3374848
1407,1.8108449
1408,0.0017698877
1409,-0.87595445
1410,1.1617084
1411,0.007036959
1412,-1.0548716
1413,1.4730855
1414,0.0032389506
1415,-1.0729214
1416,2.608712
1417,-0.022515874
1418,-1.0041373
1419,1.9497683
1420,-0.023308203
1421,-1.3044133
1422,1.2122611
1423,-0.0009059473
1424,-0.96660775
1425,1.2810892
1426,0.07399594
1427,-1.0868248
1428,1.3120418
1429,-0.037265394
1430,-1.0401887
1431,2.084243
1432,-0.99553674
1433,-0.16528866
1434,-0.49486575
1435,-1.1596336
1436,-0.17530732
1437,-0.4315515
1438,-1.0068249
1439,-0.18192473
1440,-0.25254184
1441,-1.0419276
1442,0.07267816
1443,-0.70552665
1444,-1.0073668
1445,-0.07248178
1446,-0.38226566
1447,-0.9901659
1448,-0.94339377
1449,-0.5248916
1450,0.11288399
1451,0.042274263
1452,0.04324967
1453,1.733821
1454,0.5620754
1455,-0.00913526
1456,-1.2246828
1457,2.3633032
1458,0.35354882
1459,0.16855274
1460,-1.1133527
1461,1.236626
1462,0.11451107
1463,0.08893958
1464,-1.1643474
1465,2.363077
1466,0.17211564
1467,0.14245465
1468,-1.3961185
1469,2.1146429
1470,0.45701498
1471,-1.1431739
1472,0.0017636705
1473,-0.017237097
1474,-0.0009059473
1475,-1.0028464
1476,1.7473298
1477,0.6421522
1478,0.02345417
1479,-1.1103936
1480,2.1053123
1481,0.54841495
1482,0.5195236
1483,-1.445805
1484,2.2010539
1485,0.4829627
1486,0.02345417
1487,-1.1927763
1488,2.5602467
1489,0.55061424
1490,-1.1356668
1491,0.013969311
1492,-0.01737176
1493,0.04986318
1494,-0.10490104
1495,-0.15916695
1496,0.523613
1497,-0.112561904
1498,0.523613
1499,-0.9659963
1500,0.031983692
1501,-1.0409564
1502,0.21943721
1503,0.0014017246
1504,-0.042998794
1505,-1.177284
1506,0.01154728
1507,-0.045750972
1508,-0.042998794
1509,-1.0520858
1510,0.01154728
1511,-0.041363735
1512,-0.059891537
1513,-1.2590687
1514,0.0027009328
1515,-0.00979054
1516,-0.019538995
1517,-1.0520858
1518,0.024111852
1519,-0.0037850684
1520,-0.19986472
1521,0.35686
1522,0.23027128
1523,0.16076915
1524,0.42137352
1525,0.33895347
1526,-0.7706583
1527,0.12229496
1528,0.17991926
1529,-1.0069163
1530,0.049365297
1531,-1.0212442
1532,0.35352528
1533,0.083503075
1534,-1.0605206
1535,0.25586113
1536,-0.886767
1537,0.046912476
1538,-1.0212033
1539,0.088643454
1540,-1.100928
1541,0.17567317
1542,-1.028752
1543,0.26442918
1544,-1.0098598
1545,0.08876522
1546,-1.0120308
1547,0.27269408
1548,0.021856196
1549,0.24751785
1550,1.0086926
1551,-0.0009723428
1552,-0.023952497
1553,0.0009998982
1554,0.3667094
1555,0.061786626
1556,-0.31397605
1557,0.20083392
1558,1.2922529
1559,0.46210867
1560,0.054203723
